id,createdAt,updatedAt,deletedAt,evaluationFunctionId,partId,gradeParams,postResponseText,preResponseText,displayInputSymbols,livePreview,position,includeInPdf,universalResponseAreaId,contentAfter,separateFeedback,commonFeedbackColor,correctFeedbackColor,correctFeedbackPrefix,incorrectFeedbackColor,incorrectFeedbackPrefix,id,createdAt,updatedAt,deletedAt,name,url,userId,paramsSchema,remoteDocsUrl,includeDefaultTest,documentationContent
e5bfaace-a9e3-4949-a357-682d23a65523,2024-07-22 16:38:53.289,2024-07-22 16:38:53.289,,66100e1c-1cff-4597-8be0-66d9f98cec5d,b4774499-19b8-4fa6-8723-ce61e5118a4a,"{'rtol': '0.15', 'strict_syntax': False, 'elementary_functions': True}",,,False,False,0,False,f5b048ea-9742-4ae0-ac17-8695917e7d48,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
13d8d2e3-b040-4ad2-a861-709817b53ec0,2024-07-16 11:44:14.582,2024-07-16 11:44:14.582,,66100e1c-1cff-4597-8be0-66d9f98cec5d,8b65d90d-4e69-4b64-ab89-4e94e6db7d92,,,D to C,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
79e57336-9b63-442f-bdc5-aae478be8f99,2024-07-16 11:44:24.031,2024-07-16 11:44:24.031,,66100e1c-1cff-4597-8be0-66d9f98cec5d,49b0fd41-dff4-4c9d-9900-2555ed29cc2b,,,T to E,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
10712653-a8e8-4d98-8dde-e19d6f6ae81b,2024-07-16 11:44:24.031,2024-07-16 11:44:24.031,,66100e1c-1cff-4597-8be0-66d9f98cec5d,49b0fd41-dff4-4c9d-9900-2555ed29cc2b,,,B to T,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
493ca8e8-39ae-4b84-a061-e289a0b81fc3,2024-07-16 11:44:24.031,2024-07-16 11:44:24.031,,66100e1c-1cff-4597-8be0-66d9f98cec5d,49b0fd41-dff4-4c9d-9900-2555ed29cc2b,,,D to C,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
5e933ced-2a04-4342-b083-5df8c56a8598,2024-07-19 15:47:58.429,2024-07-19 15:47:58.429,,66100e1c-1cff-4597-8be0-66d9f98cec5d,5a8e6f7c-ea73-40d7-8964-c8098209bf20,,,t to e,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
7f6906f0-43c4-4760-b20f-8aacfb19f973,2024-07-19 15:47:58.429,2024-07-19 15:47:58.429,,66100e1c-1cff-4597-8be0-66d9f98cec5d,5a8e6f7c-ea73-40d7-8964-c8098209bf20,,,b to t,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
bed875f4-52ac-416f-b441-f1da607f921d,2024-07-19 15:47:58.429,2024-07-19 15:47:58.429,,66100e1c-1cff-4597-8be0-66d9f98cec5d,5a8e6f7c-ea73-40d7-8964-c8098209bf20,,,d to c,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
9d225357-12d5-4ee8-b7ea-d19f88fedfce,2024-07-18 18:09:20.866,2024-07-18 18:09:20.866,,66100e1c-1cff-4597-8be0-66d9f98cec5d,80cf6f43-5d0c-4419-b488-a11246734af4,,,T to E,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
5c34d87b-4e8a-4eff-8c7f-cdb16357d85e,2024-07-18 18:09:20.866,2024-07-18 18:09:20.866,,66100e1c-1cff-4597-8be0-66d9f98cec5d,80cf6f43-5d0c-4419-b488-a11246734af4,,,B to T,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
17056415-ed22-4709-86d4-efd4c71882cf,2024-07-18 18:09:20.866,2024-07-18 18:09:20.866,,66100e1c-1cff-4597-8be0-66d9f98cec5d,80cf6f43-5d0c-4419-b488-a11246734af4,,,D to C,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
65e8b89b-ab4b-41a7-9cd5-157ea754463a,2024-07-18 12:22:24.701,2024-07-18 12:22:24.701,,66100e1c-1cff-4597-8be0-66d9f98cec5d,ec414e72-b783-4694-ac3e-193b73e3208d,"{'rtol': '0.15', 'strict_syntax': False, 'elementary_functions': True}",,,False,False,1,False,8647c99f-ec7a-4b15-aea9-2b5df435ced8,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
1194ec73-b7a5-4b1a-a564-45c3432addc9,2024-07-17 14:35:00.510,2024-07-17 14:35:00.510,,66100e1c-1cff-4597-8be0-66d9f98cec5d,4492dd5e-e1a5-43fd-83f6-f5892a3904b0,,,T to E,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
bb89669d-46b1-4852-9380-dcb59a5a0496,2024-07-17 14:35:00.510,2024-07-17 14:35:00.510,,66100e1c-1cff-4597-8be0-66d9f98cec5d,4492dd5e-e1a5-43fd-83f6-f5892a3904b0,,,B to T,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
5c4d3246-1a11-4255-88c8-7ab52c81fe04,2024-07-17 14:35:00.510,2024-07-17 14:35:00.510,,66100e1c-1cff-4597-8be0-66d9f98cec5d,4492dd5e-e1a5-43fd-83f6-f5892a3904b0,,,D to C,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
a954e70b-a314-474f-a41e-8393ee148c9e,2024-07-23 16:28:51.409,2024-07-23 16:28:51.409,,66100e1c-1cff-4597-8be0-66d9f98cec5d,03372789-f271-45d8-8835-1677d8dee20a,,,$t \rightarrow e$,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
560d518d-864c-4158-b3d0-e35b96fe3613,2024-07-23 16:28:51.409,2024-07-23 16:28:51.409,,66100e1c-1cff-4597-8be0-66d9f98cec5d,03372789-f271-45d8-8835-1677d8dee20a,,,$b \rightarrow t$,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
5ac98ce8-d7b0-4ef7-b922-9be066630205,2024-07-23 16:28:51.409,2024-07-23 16:28:51.409,,66100e1c-1cff-4597-8be0-66d9f98cec5d,03372789-f271-45d8-8835-1677d8dee20a,,,$d \rightarrow c$,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
e8dcbc1a-d974-44d4-954e-791326774505,2024-07-26 12:23:15.830,2024-07-26 12:23:15.830,,66100e1c-1cff-4597-8be0-66d9f98cec5d,2b8ba4f4-3d88-4830-9cfb-bea041364c45,,,$t \rightarrow e$,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
cdf39842-93b0-4a0f-838d-cbda4102bace,2024-07-26 12:23:15.830,2024-07-26 12:23:15.830,,66100e1c-1cff-4597-8be0-66d9f98cec5d,2b8ba4f4-3d88-4830-9cfb-bea041364c45,,,$b \rightarrow t$,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
5e4ca0a0-dd04-4cb8-95d2-457388f333e6,2024-07-26 12:23:15.830,2024-07-26 12:23:15.830,,66100e1c-1cff-4597-8be0-66d9f98cec5d,2b8ba4f4-3d88-4830-9cfb-bea041364c45,,,$d \rightarrow c$,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
c1715026-d17d-4969-be9b-7743d03b1c3e,2024-07-26 12:27:02.211,2024-07-26 12:27:02.211,,66100e1c-1cff-4597-8be0-66d9f98cec5d,cbe2d157-a38e-40c4-94e0-f70fbb947895,,,$d \rightarrow c$,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
63fcb7df-e5b5-479f-b28a-331723bffd36,2024-07-26 12:28:22.923,2024-07-26 12:28:22.923,,66100e1c-1cff-4597-8be0-66d9f98cec5d,d2be432c-7c95-4bf5-98ba-36d6650abd76,,,$t \rightarrow e$,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
14b580f0-b0de-46ba-be23-42b5d29b620c,2024-07-26 12:28:22.923,2024-07-26 12:28:22.923,,66100e1c-1cff-4597-8be0-66d9f98cec5d,d2be432c-7c95-4bf5-98ba-36d6650abd76,,,$b \rightarrow t$,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
f39ca9b0-5417-4f87-8e74-a97ec7af093f,2024-07-26 12:28:22.923,2024-07-26 12:28:22.923,,66100e1c-1cff-4597-8be0-66d9f98cec5d,d2be432c-7c95-4bf5-98ba-36d6650abd76,,,$d \rightarrow c$,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
8f2a165b-552c-4f51-905e-36b232351ba1,2024-07-23 12:37:04.114,2024-07-23 12:37:04.114,,66100e1c-1cff-4597-8be0-66d9f98cec5d,801fbb78-105b-4313-a99b-f8ee50044389,,,t to e,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
00288402-35d9-431e-8399-94cf272594ec,2024-07-23 12:37:04.114,2024-07-23 12:37:04.114,,66100e1c-1cff-4597-8be0-66d9f98cec5d,801fbb78-105b-4313-a99b-f8ee50044389,,,b to t,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
2807b3bc-371a-40ad-97c7-b2e9de815d9c,2024-07-23 12:37:04.114,2024-07-23 12:37:04.114,,66100e1c-1cff-4597-8be0-66d9f98cec5d,801fbb78-105b-4313-a99b-f8ee50044389,,,d to c,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
1aa22ec4-8fa4-4b38-8d71-e5b7cbb7d93c,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,390c0a30-3c45-4dd7-9742-755808cd8240,,,$\eta_{p}=$,False,False,3,False,a85e8991-596b-4bf7-a370-ce699ca87144,"&#x20;&#x20;

A diffuser must provide air to the compressor at a stagnation pressure $\dfrac{p_{0d}}{p_a} = 6.0$ when operating at $M = 2.0$. Calculate the minimum value of adiabatic efficiency $\eta_d$ to satisfy this condition. Give your answer to 3 significant figures. Assume that $\gamma = 1.4$.

&#x20;&#x20;",True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
86224295-c05d-4a94-a381-4becff496e38,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,390c0a30-3c45-4dd7-9742-755808cd8240,,,$\eta_{th}=$,False,False,2,False,6f244d1e-3ae2-4c6d-b244-f94c383d1f64,&#x20;&#x20;,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
74613a10-420e-4e64-a71a-a791077e8ad2,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,390c0a30-3c45-4dd7-9742-755808cd8240,,,Specific thrust,False,False,1,False,ff1497c2-d454-449a-8e75-80b1e1bf7173,&#x20;&#x20;,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
7c7d8550-d24c-4ba9-bd41-6ecd3057351d,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c2bb3d6c-7bb9-4baa-b6ca-c5c8fffb1cae,,,$\eta_{p}=$,False,False,4,False,40619c8b-6d81-4737-a9d4-6f4d2d0b8a3d,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
cd09c394-bf52-49d6-a6be-280eeedcb4bd,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c2bb3d6c-7bb9-4baa-b6ca-c5c8fffb1cae,,,$\eta_{th}=$,False,False,3,False,737321ce-fee5-452f-b69b-54f92d5b2fe6,"&#x20;&#x20;



&#x20;&#x20;",True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
f917606a-e834-419e-b14b-843c90a4d595,2024-07-24 12:29:16.354,2024-07-24 12:29:16.354,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c2bb3d6c-7bb9-4baa-b6ca-c5c8fffb1cae,,,Specific thrust,False,False,1,False,eec6e13a-1f40-4b86-b36b-092b998fc6b7,Is this component ideal for either engine?,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
32682901-4a82-4c36-a94e-9f067c30c39b,2024-07-26 14:22:17.531,2024-07-26 14:22:17.531,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c4f7ea04-66c0-456f-8a43-1a3608022e53,,,$t \rightarrow e$,False,False,4,False,ca211b50-bd1e-41cd-bc12-7ded421d8c96,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
249792eb-3247-4f11-a0f1-d487717a7ef9,2024-07-26 14:22:17.531,2024-07-26 14:22:17.531,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c4f7ea04-66c0-456f-8a43-1a3608022e53,,,$b \rightarrow t$,False,False,3,False,8214940e-0f1d-48ce-a357-25b4ade3af76,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
e2f60e32-2dcf-475c-b0b6-cb09f2dc7da4,2024-07-26 14:22:17.531,2024-07-26 14:22:17.531,,66100e1c-1cff-4597-8be0-66d9f98cec5d,c4f7ea04-66c0-456f-8a43-1a3608022e53,,,$d \rightarrow c$,False,False,1,False,c56c5110-65af-47b7-896e-24a3d0d5ce11,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
1e80efd2-fa01-4d11-a3a0-b74ae66800a2,2024-08-15 14:51:44.283,2024-08-15 14:51:44.283,,66100e1c-1cff-4597-8be0-66d9f98cec5d,07b90175-8a2d-4fa5-a44a-2b4623f0f3a2,,monitoring,,False,False,0,False,1fe69aa3-d865-47ed-b8b8-fd88020d790e,,True,#C4CDD5,#22C55E,Correct,#ff5630,Incorrect,66100e1c-1cff-4597-8be0-66d9f98cec5d,2023-02-08 16:25:39.801,2023-02-08 16:30:02.354,,shortTextAnswer,https://c1o0u8se7b.execute-api.eu-west-2.amazonaws.com/default/shortTextAnswer,6b9e4db4-ee6c-49cc-b9bc-e4504c74766f,,,True,"Experimental function for comparing short text answers
"
